@relation BILANCIAdataset400NUOVO-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute descr string
@attribute Puzzle numeric
@attribute Adventure numeric
@attribute Action numeric
@attribute RPG numeric
@attribute Simulation numeric
@attribute Strategy numeric
@attribute Shooter numeric
@attribute Sports numeric
@attribute Racing numeric
@attribute Educational numeric
@attribute Fighting numeric
@attribute BoardGames numeric

@data
' ash kanaka stori human struggl surviv earth complet destroy harvest uncheck popul growth must look star find new home stori begin sever year first arriv kanaka civil grown citi town found everi corner awak intens care watch gaze order see eye organ dedic keep human safe strong matter may oppos must protect human code technolog advanc civil android terra ancient civil claim reach echelon godhood begin first investig becom awar greater galact tournament ownership planet transfer winner human need victori becom appar whatev actual planet worth entir speci give live ash kanaka made complet mod version rpgmaker custom code formula made hous push engin limit hour gameplay new game exceed expect length rpgmaker game hand creat companion join adventur everi companion tweak stori present expans world cover everi biom exist snowi field norda morlon dark jungl kushmala vast desert hayphon everi region uniqu fulli flesh comprehens stori allow player choic player decid fate individu action well arch plot decid player choos play dozen fulli flesh side mission take place across entir world fill stori right develop world around player fifteen differ class three differ weapon type along base weapon player find legendari weapon parti grow custom player playstyl fulli custom music score done produc team work big name nas futur made team fourteen dedic video game fan want bring passion industri effort year half round clock dedic toward build world jrpg tradit rpg fan alik extra note everyon dogwood game love make video game purchas ash give support build even game futur built ash kanaka show dedic effort could put engin part produc hour game hope love ash hope follow see produc futur move toward unreal engin also sell soundtrack game extra know access music file window version copi wish support amaz musician higher qualiti origin file option buy soundtrack well everyon dogwood game team thank greenlight thank support thank preventingtheash ',0,0,0,1,0,0,0,0,0,0,0,0
' background murder summon emerg look increas power direct monster murder anyon way young boy stumbl forest bloodi ask help sent find former soldier disgrac self impos exil may person truli understand danger pose new foe capac stop ten year pass sinc communiti dead villag seem risen grave four year pass sinc fail rescu moranthia shatter team disband calista strelley retir peac particular fulfil life rural hinterland boy seek help talk power summon gift abil match spoken rumor battlefield tale stop cal reli trusti direwolf companion old shatter team partner garrard dwirisa join adventur two orphan secret well former enemi spi may troubl worth journey take deep wilder kingdom laurentid beyond search knowledg ancient technolog may hold key defeat mad summon kingdom newli instal king prepar annual celebr monitor emerg new puzzl religion game third seri last alon adventur knowledg previous event help fulli understand lore absolut necessari game featur custom tileset sprite music convers bust anim menus fontssid view battl system power battl symphonycustom battl theme auron silverburghqt magic spellstripl triad minigamelockpick minigamedungeon puzzl stealth battl elementsov love creat mapsov npcs share game tip lore humor hour main quest option high encourag side questsa script least spell check like download rtp less version see thing done pleas click warn version updat stabl enough look thing receiv updat base player input version download link get known bug magic qte system sometim recogn button press result fail qte frustrat happen save fulli close program reopen load save brilliant rubi scripter lem know fix togeth spoiler trigger warn game written adult meant matur audienc movi would mayb bewbz anyth game includ discuss depress suicid cannib child murder also pixel disembowel blood follow instagram ',0,0,0,1,0,0,0,0,0,0,0,0
' ateli ayesha power come playstat vita includ addit content mani new excit element enjoy function featur may avail playstat player minimum touchscreen rear touch pad dual analog stick item licens sublicens soni comput entertain america subject network term servic user agreement item use restrict applic term locat www playstat com support useragr wish accept term download item item may use activ playstat vita system associ soni entertain network account ateli ayesha plus alchemist dusk koei tecmo game ltd right reserv ateli ayesha gust regist trademark trademark koei tecmo game ltd logo regist trademark koei tecmo hold ltd ',0,0,0,1,0,0,0,0,0,0,0,0
' promis begin time prosper peopl must endur dusk anoth period dusk begin region world peopl begin live humbl live land lack system govern nation yet peopl live togeth hand hand isol workshop live girl make live make medicin girl name ayesha use live grandfath younger sister grandfath pass away year ago sister also went miss left pet cow solitud item licens sublicens soni comput entertain america subject network term servic user agreement item use restrict applic term locat www playstat com support useragr wish accept term download item item may use activ playstat system associ soni entertain network account ateli ayesha alchemist dusk gust ltd right reserv logo regist trademark tecmo koei hold ltd ',0,0,0,1,0,0,0,0,0,0,0,0
' improv escha logi come playstat vita releas dusk seri download store main charact new mix system charact battl system ateli offer except experi player minimum touchscreen rear touch pad dual analog stick motion sensor softwar subject licens playstat com softwarelicens onlin activ subject term servic user agreement www playstationnetwork com term servic one time licens fee entitl play playstat vita system activ account koei tecmo game ltd right reserv ateli escha logi gust regist trademark trademark koei tecmo game ltd logo regist trademark koei tecmo hold ltd ',0,0,0,1,0,0,0,0,0,0,0,0
' updatedjapanes languag option gameth second entri mysteri saga follow adventur enthusiast firi mistlud love older sister lian mistlud sister live entir live isol town ertona firi use uniqu abil see crystal materi buri way fate encount firi learn alchemi exam decid take first step outsid world set grand journey becom certifi alchemist discov mysteri life offer experi vast world town environ locat ',0,0,0,1,0,0,0,0,0,0,0,0
' second entri mysteri saga follow adventur enthusiast firi mistlud love older sister lian mistlud sister live entir live isol town ertona firi use uniqu abil see crystal materi buri way fate encount firi learn alchemi exam decid take first step outsid world set grand journey becom certifi alchemist discov mysteri life offer experi vast world town environ locat remot play requir vita system suffici robust connect addit hardwar requir interconnect player minimum save size dualshock remot play interconnect vita softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account ateli firi alchemist mysteri journey koei tecmo game ltd right reserv ',0,0,0,1,0,0,0,0,0,0,0,0
' hand clock begun move futur world rest shoulder singl girl long await instal popular arland seri begun ateli rorona new stori player revisit nostalg world arland embark excit journey alchemi togeth rorona daughter lulua dream young girl live small town border arland republ overcom legendari mother masteri alchemi unravel futur await beyond mysteri ancient manuscript join lulua companion new adventur arland ',0,0,0,1,0,0,0,0,0,0,0,0
' hand clock begun move futur world rest shoulder singl girl long await instal popular arland seri begun ateli rorona new stori player revisit nostalg world arland embark excit journey alchemi togeth rorona daughter lulua dream young girl live small town border arland republ overcom legendari mother masteri alchemi unravel futur await beyond mysteri ancient manuscript join lulua companion new adventur arland remot play requir vita system suffici robust connect player minimum save size dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account koei tecmo game ltd right reserv ',0,0,0,1,0,0,0,0,0,0,0,0
' lydi suell twin sister also alchemist live merveill capit kingdom adalet aim make ateli best ateli kingdom one day find mysteri paint strang wonder world insid full rare materi alchemi discoveri sure becom key realiz dream new mysteri stori mark anniversari ateli seri delv fantast world mysteri paint togeth lydi suell ',0,0,0,1,0,0,0,0,0,0,0,0
' ateli lydi suell alchemist mysteri paint lydi suell twin sister also alchemist live merveill capit kingdom adalet aim make ateli best ateli kingdom one day find mysteri paint strang wonder world insid full rare materi alchemi discoveri sure becom key realiz dream new mysteri stori mark anniversari ateli seri delv fantast world mysteri paint togeth lydi suell remot play requir vita system suffici robust connect player minimum save size dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account ateli lydi suell alchemist mysteri paint koei tecmo game ltd publish koei tecmo america corp develop gust ateli lydi suell gust regist trademark trademark koei tecmo game ltd right reserv ',0,0,0,1,0,0,0,0,0,0,0,0
' ateli meruru arriv playstat vita system addit element includ map charact etc avail download content playstat system plus new content explor arland new perspect anywher anytim function featur may avail playstat player minimum touchscreen rear touch pad dual analog stick motion sensor softwar subject licens playstat com softwarelicens onlin activ subject term servic user agreement www playstationnetwork com term servic one time licens fee entitl play playstat vita system activ account ateli meruru plus apprentic arland gust ltd right reserv ateli meruru trademark gust ltd logo regist trademark tecmo koei hold ltd ',0,0,0,1,0,0,0,0,0,0,0,0
' third releas arland seri princess small frontier countri arl meruru plan use alchemi stimul growth small countri use synthesi explor battl increas popul within time limit boost advanc kingdom bring greater develop kingdom alchemi main charact meruru princess small countri goal develop kingdom bring greater prosper alchemi explor battl encount key element growth kingdom accumul develop point work growth kingdom develop point import growth kingdom build new facil obtain listen request peopl work fulfil depend meruru kingdom achiev growth number differ way ',0,0,0,1,0,0,0,0,0,0,0,0
' third releas arland seri princess small frontier countri arl meruru plan use alchemi stimul growth small countri use synthesi explor battl increas popul within time limit boost advanc kingdom bring greater develop kingdom alchemi main charact meruru princess small countri goal develop kingdom bring greater prosper alchemi explor battl encount key element growth kingdom accumul develop point work growth kingdom develop point import growth kingdom build new facil obtain listen request peopl work fulfil depend meruru kingdom achiev growth number differ way remot play requir vita system suffici robust connect player minimum save size dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account koei tecmo game ltd right reserv ',0,0,0,1,0,0,0,0,0,0,0,0
' ateli rorona return better ever remak hit entertain new veteran user check updat model restructur game system new charact player network featur minimum touchscreen rear touch pad dual analog stick motion sensor cross platform play item licens sublicens soni comput entertain america subject network term servic user agreement item use restrict applic term locat www playstat com support useragr wish accept term download item item may use activ playstat vita system associ soni entertain network account ateli rorona plus alchemist arland gust ltd right reserv ateli rorona gust regist trademark trademark gust ltd logo regist trademark tecmo koei hold ltd ',0,0,0,1,0,0,0,0,0,0,0,0
' first releas arland seri main charact rorona must save ateli close kingdom use synthesi explor battl gain recognit ateli save close see varieti end obtain certain level recognit set time period fulfil certain condit save ateli fulfil request made kingdom rorona goal gain recognit kingdom save ateli clear quarter request sent kingdom year rorona gain recognit earn great recognit use synthesi explor battl gain end right evalu popular earn certain level recognit set period time kingdom fulfil certain condit see number differ end addit kingdom recognit popular town fulfil request townsfolk also play import role determin end eventu end ',0,0,0,1,0,0,0,0,0,0,0,0
' first releas arland seri main charact rorona must save ateli close kingdom use synthesi explor battl gain recognit ateli save close see varieti end obtain certain level recognit set time period fulfil certain condit save ateli fulfil request made kingdom rorona goal gain recognit kingdom save ateli clear quarter request sent kingdom year rorona gain recognit earn great recognit use synthesi explor battl earn certain level recognit set period time kingdom fulfil certain condit see number differ end addit kingdom recognit popular town fulfil request townsfolk also play import role determin end eventu end remot play requir vita system suffici robust connect player minimum save size dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account koei tecmo game ltd right reserv ',0,0,0,1,0,0,0,0,0,0,0,0
' content ateli ryza digit delux edit ateli ryza ever dark secret hideout costum set anoth fashion costum set summer style hideout part pixi forest hideout part lakesid hideout initi dash item set extra larg rebuild gem pack pre purchas offer ryza outfit divertimento embrac ryza outfit divertimento embrac might avail free content later date free limit time ryza costum summer adventur note avail tuesday novemb gameth concept titl latest seri depict new ateli world true life youth develop togeth even littl bit stori girl friend becom adult discov import depict stori main charact discov thing never seen creat field natur shadow allow feel breath world graphic enhanc allow world daili life adventur depict new way main point advanc synthesi system locat point synthesi system player combin materi creat item revamp addit abl understand effect synthesi visual system allow enjoy experi develop recip ever also includ locat point player creat synthesi use differ item gather new materi gather necessari materi synthesi item receiv chang depend tool use gather easier obtain item want intens battl combin turn base command battl real time element enjoy intens battl choic make determin outcom system allow sens feel strengthen bond friend ever stori main charact ryza ordinari girl tire bore villag life escap villag gather good friend secret locat talk dream plan thrill adventur one day determin ryza compani decid head forbidden island across shore first explor trip togeth alchemist friend meet summer adventur never forget ',0,0,0,1,0,0,0,0,0,0,0,0
' ateli shalli return addit featur playstat vita experi world ateli expand stori two shalli meet charact previous dusk entri use alchemi fulfil goal conclus enchant dusk trilog player minimum touchscreen rear touch pad dual analog stick motion sensor softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee entitl play playstat vita system activ account koei tecmo game ltd right reserv ateli shalli gust regist trademark koei tecmo game ltd logo regist trademark koei tecmo hold ltd esrb rate icon regist trademark entertain softwar associ trademark properti respect owner ',0,0,0,1,0,0,0,0,0,0,0,0
' second releas arland seri search miss mother totori tour world arland adventur accompani friend use synthesi explor battl fulfil request rais rank adventur ventur brand new land roam arland footstep mother search miss mother totori becom adventur new world totori must accumul adventur point continu rais rank adventur earn point varieti way includ battl explor fulfil quest use point gain higher rank continu adventur new world adventur new land advanc heart stori make way new area gradual find clue whereabout totori mother anoth import element form firm bond friend adventur ',0,0,0,1,0,0,0,0,0,0,0,0
' second releas arland seri search miss mother totori tour world arland adventur accompani friend use synthesi explor battl fulfil request rais rank adventur ventur brand new land roam arland footstep mother search miss mother totori becom adventur new world totori must accumul adventur point continu rais rank adventur earn point varieti way includ battl explor fulfil quest use point gain higher rank continu adventur new world adventur new land advanc heart stori make way new area gradual find clue whereabout totori mother anoth import element form firm bond friend adventur remot play requir vita system suffici robust connect player minimum save size dualshock remot play softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account koei tecmo game ltd right reserv ',0,0,0,1,0,0,0,0,0,0,0,0
' atom rpg post apocalypt indi game inspir classic crpgs fallout wasteland system shock deus baldur gate mani other soviet union western bloc destroy mutual nuclear bomb one survivor nuclear holocaust mission explor wild wondrous world soviet wasteland earn place sun investig shadowi conspiraci aim destroy left life earth atom power charact creation tool aim make wasteland hero want portray balanc roleplay system inspir gurp stat combin provid uniqu game experi uniqu dialogu new way solv quest dozen skill lockpick gambl mani hour gameplay sort locat meet survivor brave new settlement built dust old world ventur wild mutat creatur savag bandit lurk work secret old militari bunker simpli lose fish scenic pond turn base combat inspir fallout random encount dweller soviet wasteland friend danger sometim time mani deep multipl choic dialogu feel like real convers uniqu npcs game nonlinear gameplay dozen quest mani altern solut play game like want ',0,0,0,1,0,0,0,0,0,0,0,0
' atom univers free play social virtual world theme park featur fun peopl fun thing plenti game ride amus well advanc social interact atom univers best place hang everyth ever love fun park carniv game like coin pusher shoot galleri whack mole skeebal big one like bowl mini golf bat cage realli big one ghost train rollercoast kart best thing atom univers thing fine compani peopl bring friend along come meet lot new one atom univers first foremost hub peopl meet chat socialis essenti like chatroom load fun alongsid game involv sort element multiplay competit oper alway find peopl get involv constant evolv grow offer thing explor time atom univers funnest place earth ',0,0,0,1,0,0,0,0,0,0,0,0
' high anticip sequel aton scourg time final come steam general featur direct sequel aton scourg time explor altern timelin final outcom first game took grimmer turn charact known alreadi friend becom enemi enemi becom friend regener energi battl mechan back care manag spend energi skill leav dri fast level experi point similar charact progress citi chain gain skill point upon complet quest choos battl skill passiv abil learn non linear gear progress equip system consist enchant find world use custom charact offens defens bonus like enemi encount visibl tackl readi passiv abil allow bypass battl without need fight addit main parti stori arc wit flashback distant past get control second parti charact decis make scene impact present stori three week pass sinc event aton scourg time world save seem whilst keep low profil elleria began notic strang occurr omin dream persist weak mysteri portal come nowher long alli find altern timelin timelin event took grimmer depress turn familiar charact longer elleria centr want noth simpli return home timelin elleria face fear lineag order overcom treacher hazard eldritch secret fallen angel overwhelm odd mayb mayb save other process check origin aton titl pleas head exist store page ',0,0,0,1,0,0,0,0,0,0,0,0
' audit onlin music danc game allow player compet cooper player around world danc way virtual stardom sync avatar move beat today hottest pop music player get engag varieti singl multiplay mode dress choic thread two avatar alik custom avatar heart content key featur fresh content audit updat regular new content enjoy divers music select pick prefer new cloth tri new danc move background music bgm selector want listen playlist danc floor problem bgm selector perfect album creat set list favorit song pleasur whenev man game room differ game mode choos coupl anoth player unlock new mode swag marriag featur thousand outfit hairstyl shoe fashion accessori choos dress charact new thread everi updat stay connect old friend make new friend meet fellow hipster world built instant messeng friend list chat ',0,0,0,1,0,0,0,0,0,0,0,0
' read omen auguri court bird background troika auguri court bird independ product gabriell bleu affili melsonian art council ',0,0,0,1,0,0,0,0,0,0,0,0
' bare start gam project septemb think like kind arpg mous follow thing enjoy ',0,0,0,1,0,0,0,0,0,0,0,0
' work progress stori heal play stori charact depress experi journey face break free grasp ',0,0,0,1,0,0,0,0,0,0,0,0
' simpl game creat use studio avail www gbstudio dev short simpl practic get accustom softwar simpl stori base daughter pleas let know thought updat previous version issu player get stuck doorway unlock boss battl lock certain circumst believ problem fix play keyboard start enter movement arrow key interact ',0,0,0,1,0,0,0,0,0,0,0,0
' play wizard sentenc death practic dark art necrom bring back life exact vegeanc mere mortal control wasd movemnt mous point thing bring corps back life lmb order attack rmb order retreat mousewheel zoom third parti asset sound attack thud otisjam moan paulmorek mrh mrh bigmonmulgrew dialog cont davidbain attack command janzcompos victori fanfar joepayn font lato medievalsharp nova mono ',0,0,0,1,0,0,0,0,0,0,0,0
' avernum one great tale indi game epic seri fantasi role play adventur set enorm subterranean nation avernum land underground subterranean nation full rogu misfit brigand struggl surviv wealth monster infest dark avernum first chapter great trial trilog three game tell tale land struggl face power forc seek destroy avernum enorm fantasi role play adventur wander gigant world full multitud charact hundr side quest trap trick treasur everi corner experi life adventur fame wealth hapless townsfolk beg help everi turn epic tale guarante give week entertain imposs huge world dare uncov secret ',0,0,0,1,0,0,0,0,0,0,0,0
' avernum one great tale indi game epic seri fantasi role play adventur set enorm subterranean nation avernum land underground subterranean nation full rogu misfit brigand struggl surviv wealth monster infest dark avernum second chapter great trial trilog three game tell tale land struggl face power forc seek destroy avernum fascin storylin full betray mysteri unexpect turn explor gigant world hundr quest multitud side dungeon mani hour adventur game featur clever enemi dozen interest script encount learn spell battl disciplin hunt hundr magic item find materi craft new uniqu equip ',0,0,0,1,0,0,0,0,0,0,0,0
' mel wed day accord plan worst enemi stolen man mysteri ghost appear inform mel evil ancestor mordr darkthrop pass precious possess magic orb power death want noth wick ancestor mel must seek orb destroy someon els power use discov locat aveyond lost orb third book orb magic seri adventur mel must find orb death destroy fall wick hand mel journey take empir eldrion secret lost orb danger await unbeknownst mel dark forc watch everi move dire intent solv dozen adventur puzzl explor enchant world aveyond lost orb pack monster magic humor destroy evil orb explor forest desert mountain within mighti eldrion empir whatev let empress know cook game releas seri aveyond lord twilight download aveyond gate night download aveyond lost orb download aveyond darkthrop propheci download featur humor lot humor core aveyond laugh els massiv world fill load monster loot civil solv dozen quest collect ingredi creat potion rais pet collect egg track quest handi journal select charact appear screen choos hero lead parti play mous keyboard auto save game time ',0,0,0,1,0,0,0,0,0,0,0,0
' made ludum dare play ratthew rat rogu like game control arrow key move space attack use bomb note must wait world fulli generat els game may crash littl time mani anim indic damag enemi health bar sometim edg room generat allow free roam pleas ignor exit goal kill enemi exit game portal spawn spawn room second cool attack sometim room without door generat next room door plane render one side look like hall one apolog larg number bug ',0,0,0,1,0,0,0,0,0,0,0,0
' awaken earth foresthack classic roguelik pre alpha state art placehold featur releas simpl dungeon generat work level enemi combat systemlevel player hunger death known issu way restor hungernot inform player hunger start deal damageit possibl ladder dungeon level work dungeon level enemi proper generat featur releas overworld plan overworld forestnew enemiesa littl overhaulbett pathfind algorithm futur roadmap alpha equip food lock door treasur drop item spawn save charact creation qualiti life potion magic cyber item new depth improv dungeon generat new monster level monstrous updat monster special attack move npcs dialogu merchant beta graphic overhaul big lore overhaul game releas earli access steam first quarter ',0,0,0,1,0,0,0,0,0,0,0,0
' awaken indi horror game dub awaken play sidescrol level first person view environ top stealth level puzzl see seri minigam within game tie togeth grow rivet storylin entertain challeng scare keep guess storylin descript play femal charact trap asylum crimin insan sometim level play imagin sometim stori progress find happen main charact end asylum crimin insan time escap asylum voic head game featur game short movi level origin song produc specif game voic actress main charact subtitl english french spanish mac hour campaign leav want graphic content game suitabl children viewer discret advis price asset awaken afford price includ offici soundtrack produc specif game final thought challeng thriller game want tri new approach genr game exist genr awaken great afford altern given differ form gameplay point keep player guess time never know next ',0,0,0,1,0,0,0,0,0,0,0,0
' introduct axe man axe man whatev axe axe man uniti roguelik game need build four skill effect block fight way dungeon success run take fifteen minut current version game playabl lack lot user friend featur tri kill five dummi dungeon fun die heroic death press space reload game time bold curious edit data skilltempl xml build skill pleas refer manual inform manual locat place axeman exe also avail line game inspir baba breach captain forev remix space grunt master tileset curs vector creat dragondeplatino dwarf fortress color theme one dark pro creat binaryifi visual studio code might interest game made key bind main mode arrow key hjkl move around bump attack enemi activ altar trigger trap enter examin mode qwer enter aim mode space develop reload game examin mode arrow key hjkl move examin cursor around esc exit examin mode aim mode arrow key hjkl move aim cursor around esc exit aim mode space use select skill might pleas bewar axe man wait key intend featur idea come space grunt effect list effect appear mani place game full effect list abstract manual quick refer fire fire merit skill cooldown reduc instead turn fire flaw flaw durat except fire flaw dose count turn water water merit merit durat excpet water merit dose count turn water flaw skill cooldown remain unchang turn npc restor cooldown remain unchang turn air air merit move distanc attack rang increas turn air flaw take damag attack turn earth earth merit reduc damag attack turn earth flaw move distanc attack rang decreas turn vim set ',0,0,0,1,0,0,0,0,0,0,0,0
' aaron shall take two goat let stand lord aaron shall bring forward first goat offer sacrific second goat shall sent wilder azazel thus shall purg israelit sin leviticus one goat sent wilder one goat sacrif sacrif goat surviv wherev goe sin chao follow goat find goat playtim minut interfac unicod hebrew goat game seth alter music sound julian jarbo ',0,0,0,1,0,0,0,0,0,0,0,0
' aztakainspir aztec legend action rpg side scroller cast middl war god mankind huitzilo heir sun god skill art combat magic save peopl wrath aztec god reunit seven phonogram accompani faith companion ayopha trap form hummingbird magic curs overcom obstacl path combin fight prowess spiritu magic key featur plung new fresh universemanipul spiritu energi innov hybrid control scheme solv mysteri vanquish foesenh custom charact train skill abil acquir ancient artifactsembark option side quest acquir valuabl item goldvisit shop buy sell potion ring pierc skill aid travelstwenti one uniqu detail level grand rich detail backdrop fluid charact anim ',0,0,0,1,0,0,0,0,0,0,0,0
' back space game foresight deliber ',0,0,0,1,0,0,0,0,0,0,0,0
' pokemon realli rubbish game call bag gremlin well hope enjoy see collect gremlin bag becom gremlin master use arrow key wasd move stuff ',0,0,0,1,0,0,0,0,0,0,0,0
' baldur gate sieg dragonspear add new chapter bhaalspawn saga event occur baldur gate baldur gate last reveal hour expans pack baldur gate enhanc edit ',0,0,0,1,0,0,0,0,0,0,0,0
' banana farm simpl fish farm fend critter control click around move open backpack use tool button bring tool menu swipe tool icon ',0,0,0,1,0,0,0,0,0,0,0,0
' bandit singl player role play game rpg open world complex plot choic determin destini play man name argo bandit work bandit boss are are greatest bandit histori coll empir lead hundr bandit throughout countri make everyon afraid author abl stop gang rob everyth intimid everyon rule street capit plot take place main coll empir focus find way achiev full life help time travel prevent annihil human may simpli kill game allow player creat lead gang compet thug group rob npcs burn villag send gang thug robberi extort tribut collect equip develop hero mani game creat one person ',0,0,0,1,0,0,0,0,0,0,0,0
' barkley janki demo backer interest demo barkley fund half year ago see light day demo neither stabl without bug public demo show kickstart backer game stand work put area clean week game polish demo state encount thing build intend final releas repres snapshot develop warn play accurs vidcon map connect teleport disabl past certain point main stori proceed demo content probabl combin gun yield diminish return either get lucki acquir gun restart game known quest logic issu may make certain event confus case make quest imposs proceed current version sound volum connect settingscutscen minigam fix past version quick menu fix gun sdialogu updateschatroulett truncat past version save slot fixdemo warn titl screen past version candid demoquest fix past version quick fix bonehead util lineag issu ',0,0,0,1,0,0,0,0,0,0,0,0
' great ball purg day pain refer ballnacht thousand upon thousand world greatest baller massacr swath violenc sport bigotri game outlaw worldwid reason chao dunk jam power mere exist threaten balanc chao order among baller fan surviv basketbal genocid charl barkley man capabl perform verboten jam flash forward year post cyberpocalypt ruin neo new york chao dunk rock island manhattan kill million finger put age charl barkley must evad captur ball remov depart led former friend baller michael jordan disappear danger underground post cyberpocalyps clear name find mysteri truth behind chao dunk join alli along way includ son hoopz barkley must face danger life thought gave long time ago discov secret behind terrorist organ tale zauber ball aton brave danger unheard face spectacular challeng even greatest baller could overcom mayb mayb redeem basketbal tale game studio present chef boyarde barkley shut jam gaiden chapter hoopz barkley saga ',0,0,0,1,0,0,0,0,0,0,0,0
' awaken find world ruin heart beset unexplain guilt cataclysm destroy citi empir men disfigur spirit human nightmar fall descend mysteri tower search absolut battl merciless foe treacher dungeon scour new item aid travel unlock secret devast land find death depth yet learn death end stori twist world baroqu begin ',0,0,0,1,0,0,0,0,0,0,0,0
' stori king dead queen miss known heir throne believ dead fate entir kingdom rest hand enter land war torn ditherra land pirat thiev trader smuggler king queen deiti mortal wealth power control ditherra power struggl divid land east west plagu devour popul mayor independ citi rebel upris made matter wors play protagonist role malic young femal adventur seek unlock past find fortun awak find merci stranger appear help understand past quick learn someth dark happen fate ditherra peopl may control key featur farm system farm harvest food crop anim beauti origin soundtrack cinemat track acclaim compos origin art design near playabl charact uniqu barter system allow find rare item barter other gambl system enter casino arena place bet command ship set sail search adventur glori wealth power base oper interact parti member pick side quest massiv open sandbox world explor plus hour total game play play main quest side quest interact everyth open end game play roam non liner world play wish follow epic stori malic intellig monster level matter world battl strateg humor intellig dialogu let decid outcom cook craft fish alchemi barter hunt farm trade system buy deed home busi expand fortun collect rent deed sever guild join thiev guild bounti hunter guild mage guild paranorm investig guild marriag adopt system find mate adopt children settl home becom thief pick lock door chest much ',0,0,0,1,0,0,0,0,0,0,0,0
' disclaim batmudbatmud text base game henc buyer discret advis graphic game sole enhanc support text game experi read game contain graphic game mud steam forg artifact power sail faraway land build citi name establish legaci perish born anew see guild fall race becom extinct one nurtur explor realm roam free hone craft forg arcan art empow other price batmud text base mediev fantasi game extrem rich set featur offer signific player player commerc system experienc player build item includ seafar vessel even citi play anyth wish build charact reincarn find lock race establish secret societi enjoy massiv open realm roam free creat trade quest amass wealth equip make friend within vibrant colour player communiti detail combat system familiar mount hundr custom zone built year constant evolv alway develop batmud predecessor mmos hidden jewel internet come becom newbi ',0,0,0,1,0,0,0,0,0,0,0,0
' full scale strategi rpg easi control battl tile strategi role play game easili manag larg scale troop player purchas enemi tile make alli tile type slime skeleton goblin similar monster often appear classic rpgs result battl chang great depend tile buy arrang format use play multipl round clear game defeat dragon compet player playstat network highest score game also ace tile outstand status wizard type tile reach level increas rang use area attack distinct provid greater degre tactic make parti tile player hdtv screen resolut dualshock network featur softwar subject licens playstat com softwarelicens onlin activ subject term servic user agreement www playstationnetwork com term servic one time licens fee entitl play playstat system activ account bimboosoft ',0,0,0,1,0,0,0,0,0,0,0,0
' app includ battl royal map car spawn trailer hous gas station camp normal mode craft guid craft ingrid descript tip use item weapon info ',0,0,0,1,0,0,0,0,0,0,0,0
' battleground eldhelm indi onlin free play ccg collect card game rpg role play game heavili influenc rpgs borrow mechan idea result fascin mixtur role play game classic card collect game awesom featur like uniqu card collect process power card combin mechan class specif abil play singl player campaign duel player high score avail game mode campaign custom versus four type multiplay arena rank pvp custom rank pvp via invit challeng cooper slay beast tournament direct elimin play ladder board challeng friend join forc power boss like enemi crusad campaign ruler eldhelm land never bore daili quest tournament awesom reward least month battleground eldhelm featur epic music graphic three uniqu race orc elf human contain differ charact class mele rang caster complet differ play style custom visual appear hero translat multipl languag true multiplatform experi avail web browser desktop mobil devic ',0,0,0,1,0,0,0,0,0,0,0,0
' battlepath loot centric addict rpg featur neat monster hack excel loot system huge varieti charact develop learn skill use powerful potion hunt chao overlord battl begin babatula first three big realm explor battlepath offer sophist drop system generat countless differ item along uniqu item charact custom allow creat uniqu hero strength weak build heavi damag deal tank dead ninja util high speed agil attack victim nowher true master mind crush foe power combin special abil someth choos play differ realm landscap set creatur mani superior item find exchang differ charact one eventu becom first power enough face chao overlord prepar battlepath ',0,0,0,1,0,0,0,0,0,0,0,0
' beauti elv puzzl game design pleasant pastim goal game rearrang tile get final pictur whole gameplay accompani pleasant relax music key featur passag beauti art mani achiev pleasant music charact year ',0,0,0,1,0,0,0,0,0,0,0,0
